product_id,periodo,tn
20001,2020-02-01,1269.824796749216
20002,2020-02-01,1067.9679927350385
20003,2020-02-01,673.2301491080239
20004,2020-02-01,497.2430193833315
20005,2020-02-01,486.09933531935025
20006,2020-02-01,450.22800434269476
20007,2020-02-01,393.5003550126192
20008,2020-02-01,385.8681918679179
20009,2020-02-01,476.25118856761554
20010,2020-02-01,366.99266301429236
20011,2020-02-01,396.6829587104431
20012,2020-02-01,294.8953445692166
20013,2020-02-01,367.86229345984174
20014,2020-02-01,366.86707032067716
20015,2020-02-01,354.90183574694146
20016,2020-02-01,281.8923364098864
20017,2020-02-01,270.11488412183525
20018,2020-02-01,245.34925481784717
20019,2020-02-01,309.28034952275226
20020,2020-02-01,279.8752811674513
20021,2020-02-01,223.73518563876254
20022,2020-02-01,250.8103258567091
20023,2020-02-01,204.74120302706842
20024,2020-02-01,209.21181153210634
20025,2020-02-01,212.42232594529807
20026,2020-02-01,230.36206407060706
20027,2020-02-01,224.14437652698186
20028,2020-02-01,192.87073343988632
20029,2020-02-01,178.3708637542969
20030,2020-02-01,139.04692905833343
20031,2020-02-01,178.81424456700984
20032,2020-02-01,523.3684507128471
20033,2020-02-01,121.02135891691275
20035,2020-02-01,161.98033402908123
20037,2020-02-01,163.04640572762085
20038,2020-02-01,170.2659121952791
20039,2020-02-01,140.95486441085868
20041,2020-02-01,124.6263480489857
20042,2020-02-01,149.67470484618477
20043,2020-02-01,123.08914885422249
20044,2020-02-01,151.08767590374325
20045,2020-02-01,141.93522973256808
20046,2020-02-01,143.992384803461
20047,2020-02-01,157.8884859848929
20049,2020-02-01,170.9420575239505
20050,2020-02-01,122.56323140832941
20051,2020-02-01,124.71893691192552
20052,2020-02-01,112.26005196743347
20053,2020-02-01,145.272797467168
20054,2020-02-01,132.30391073452284
20055,2020-02-01,98.3213980062092
20056,2020-02-01,97.81869079697906
20057,2020-02-01,129.2700273778138
20058,2020-02-01,113.76177310247503
20059,2020-02-01,135.78525738098352
20061,2020-02-01,128.0598879974232
20062,2020-02-01,99.9584401128742
20063,2020-02-01,119.28880079436523
20065,2020-02-01,116.79987289807963
20066,2020-02-01,112.19233628210647
20067,2020-02-01,105.40654114418766
20068,2020-02-01,108.03299925474523
20069,2020-02-01,128.1749548083986
20070,2020-02-01,107.82828051882728
20071,2020-02-01,116.12301562110203
20072,2020-02-01,90.68293255138293
20073,2020-02-01,100.84549536090331
20074,2020-02-01,85.91440515349137
20075,2020-02-01,124.3587103930056
20076,2020-02-01,98.67032967892601
20077,2020-02-01,100.28351384762831
20079,2020-02-01,55.93674491592174
20080,2020-02-01,95.08444587509533
20081,2020-02-01,93.07231404990262
20082,2020-02-01,75.22569677845179
20084,2020-02-01,103.95715021277054
20085,2020-02-01,177.74399207613035
20086,2020-02-01,58.610388140064344
20087,2020-02-01,74.88981272846655
20089,2020-02-01,160.9795615020723
20090,2020-02-01,83.3829988719352
20091,2020-02-01,99.2866797050748
20092,2020-02-01,63.363104166450526
20093,2020-02-01,80.88106359972522
20094,2020-02-01,94.56878803832412
20095,2020-02-01,69.80645908863252
20096,2020-02-01,70.505414459957
20097,2020-02-01,68.56423862743843
20099,2020-02-01,69.21237010577148
20100,2020-02-01,62.798529812162364
20101,2020-02-01,76.08175241287951
20102,2020-02-01,40.47366146764032
20103,2020-02-01,76.91748606365014
20106,2020-02-01,69.79082451174844
20107,2020-02-01,74.0813082478492
20108,2020-02-01,60.2708263089729
20109,2020-02-01,68.97713978639362
20111,2020-02-01,78.03850060952598
20112,2020-02-01,84.25552322413412
20114,2020-02-01,61.29548784938645
20116,2020-02-01,84.24759575414271
20117,2020-02-01,49.380571638588265
20118,2020-02-01,56.96483714528014
20119,2020-02-01,50.38669038696778
20120,2020-02-01,64.00825523694611
20121,2020-02-01,76.29555918691227
20122,2020-02-01,67.90956971154273
20123,2020-02-01,61.6680603406643
20124,2020-02-01,52.98178390410912
20125,2020-02-01,63.43340565537383
20126,2020-02-01,95.82557516790456
20127,2020-02-01,162.382696663366
20129,2020-02-01,62.97341386629367
20130,2020-02-01,91.02058882356718
20132,2020-02-01,56.36334346822385
20133,2020-02-01,56.79831884683716
20134,2020-02-01,59.0253801482064
20135,2020-02-01,76.29761794346929
20137,2020-02-01,53.504076069158884
20138,2020-02-01,40.665706421422755
20139,2020-02-01,56.485741897550845
20140,2020-02-01,57.82612789962266
20142,2020-02-01,51.14988459383577
20143,2020-02-01,79.20639845688989
20144,2020-02-01,53.976133499824854
20145,2020-02-01,51.11611062202235
20146,2020-02-01,39.24796322352496
20148,2020-02-01,60.60306070046671
20150,2020-02-01,88.95577352162337
20151,2020-02-01,42.592405803139
20152,2020-02-01,44.88362762848852
20153,2020-02-01,46.04734047350142
20155,2020-02-01,47.34500118946544
20157,2020-02-01,47.49950888591538
20158,2020-02-01,50.13911899158322
20159,2020-02-01,66.76705589440459
20160,2020-02-01,50.461424530892124
20161,2020-02-01,54.42407852873657
20162,2020-02-01,42.03512254332929
20164,2020-02-01,63.43208702268524
20166,2020-02-01,47.04057716433301
20167,2020-02-01,39.467359009787145
20168,2020-02-01,24.12527133080627
20170,2020-02-01,70.84726986038362
20174,2020-02-01,96.50142988791967
20175,2020-02-01,35.23878267016285
20176,2020-02-01,35.822520764116526
20177,2020-02-01,36.36633067995134
20179,2020-02-01,32.76365857498647
20180,2020-02-01,35.60492378479542
20181,2020-02-01,38.49231269673538
20182,2020-02-01,34.9537159428194
20183,2020-02-01,24.92986255214488
20184,2020-02-01,34.77111341016108
20187,2020-02-01,32.57484295035664
20188,2020-02-01,31.80741447529225
20189,2020-02-01,32.5144797462159
20192,2020-02-01,42.23155558355232
20193,2020-02-01,34.47225611813286
20196,2020-02-01,31.98752280859394
20197,2020-02-01,31.826166628756383
20198,2020-02-01,36.46345425836453
20200,2020-02-01,33.212592240476866
20201,2020-02-01,31.789567992928987
20202,2020-02-01,33.280531765507675
20203,2020-02-01,46.13851383647818
20205,2020-02-01,35.91763344643306
20206,2020-02-01,31.210781310648922
20207,2020-02-01,20.851059340373624
20208,2020-02-01,30.843348107746202
20209,2020-02-01,28.776334227866354
20210,2020-02-01,59.182001504529545
20211,2020-02-01,24.251047885803537
20212,2020-02-01,26.383549126861034
20213,2020-02-01,62.589921248763844
20215,2020-02-01,28.21538948461986
20216,2020-02-01,18.531076951529084
20218,2020-02-01,30.500869795545544
20219,2020-02-01,24.458072589346123
20220,2020-02-01,25.646984986883865
20222,2020-02-01,21.548647001718763
20224,2020-02-01,27.500298540458154
20225,2020-02-01,21.086939137132134
20226,2020-02-01,22.017414164184103
20227,2020-02-01,35.28228029994986
20228,2020-02-01,13.886688681387234
20230,2020-02-01,19.991998000232424
20231,2020-02-01,21.71472800045961
20232,2020-02-01,27.624358197507096
20233,2020-02-01,31.64211470315496
20234,2020-02-01,18.494972129703356
20235,2020-02-01,33.63650445793504
20236,2020-02-01,64.27247567015294
20237,2020-02-01,39.68165047583516
