product_id,tn
20001,1328.0547749272498
20002,1019.5677807043372
20003,657.4247091955945
20004,524.0183929419078
20005,517.1219124457476
20006,331.78112632519975
20007,243.90709752078283
20008,289.62753460013977
20009,445.9713027990191
20010,264.27503417342973
20011,271.70920761456256
20012,192.84168056171893
20013,370.7022065932599
20014,352.02599522718356
20015,335.73897894370094
20016,209.8614264459491
20017,203.06256797633438
20018,168.42154524516934
20019,232.09685208667418
20020,174.58934752544712
20021,161.8478352963027
20022,176.42199451634212
20023,242.17167868825993
20024,162.41049488218232
20025,172.15590801754283
20026,195.11770586186486
20027,203.16680748517334
20028,166.8886853553798
20029,109.10680726614481
20030,10.52161150807882
20031,88.13258464057881
20032,596.587215
20033,150.49346918335806
20035,114.95653446175847
20037,121.76107731234168
20038,132.09368738903123
20039,114.5640179768056
20041,90.05191702940637
20042,162.51097117670872
20043,106.9032771203189
20044,137.45182107925234
20045,137.21063978966657
20046,149.09459183804898
20047,135.10039812965783
20049,162.13305670778504
20050,104.74076500331395
20051,93.42107154528219
20052,84.45432237560958
20053,117.96517903918092
20054,102.77911159131997
20055,64.01688401296637
20056,68.73438655516355
20057,111.52687444103934
20058,95.02134953452273
20059,115.52270906220309
20061,107.42545050943892
20062,72.10242626811468
20063,119.4044958663473
20065,104.4376387448407
20066,85.10216649592395
20067,76.61732622961202
20068,97.72615368489565
20069,110.7372289550435
20070,104.93340612984544
20071,106.54489838800768
20072,82.80607627367698
20073,95.08869213528723
20074,58.057181865121535
20075,87.6794191940432
20076,87.42707575717388
20077,83.32213049815573
20079,25.748017982863914
20080,68.4861062255805
20081,75.13663215892889
20082,44.28110505652314
20084,113.62314803051505
20085,172.29784445532505
20086,51.47446901864565
20087,27.885851486126512
20089,166.23427077855908
20090,46.13783891440459
20091,76.13066326967675
20092,38.25661630919656
20093,58.40387933987509
20094,61.270614819927296
20095,79.72782553613348
20096,61.28346248385522
20097,32.53923247453362
20099,48.59044086811563
20100,88.26799019124577
20101,55.381268025345065
20102,-27.26502857525223
20103,70.05901497047219
20106,55.97550498093416
20107,72.6221141504701
20108,58.89589980974459
20109,41.67643585614111
20111,68.09405026329677
20112,65.11109132812106
20114,48.10741274324398
20116,119.11644288299246
20117,30.91356368002021
20118,47.37137010921924
20119,91.55457686087192
20120,50.11026818995498
20121,84.23702510537306
20122,53.145335029228946
20123,48.5135959616469
20124,43.777871165095746
20125,56.24116936732132
20126,75.65794627189271
20127,221.14062666666666
20129,47.92572724251234
20130,81.19689481525202
20132,52.15622031471726
20133,50.88337667429462
20134,48.01232216774147
20135,70.14408194080013
20137,48.02080333364605
20138,25.489573068190815
20139,53.88897687805303
20140,49.49475589244628
20142,48.06782649055234
20143,83.62483148914545
20144,46.11304321064573
20145,43.73138698112398
20146,34.622203950006394
20148,48.207081026623825
20150,48.127312573917656
20151,25.52051161455268
20152,37.86590139841049
20153,35.71031686031708
20155,31.488441080573534
20157,32.53729711336521
20158,64.9518550833451
20159,66.09458471871349
20160,48.29651628349117
20161,53.6241501296683
20162,33.70243616732497
20164,53.48183177440766
20166,31.746488171301927
20167,31.156036851504336
20168,7.1060953223896135
20170,56.334444093818384
20174,118.76075166666666
20175,34.27834642764772
20176,29.3576009415973
20177,22.993411097783518
20179,23.896282354699373
20180,28.765433922319914
20181,26.228654698416264
20182,29.309179728980347
20183,15.747555515004805
20184,27.031647053603457
20187,28.639968013221356
20188,22.377957221769755
20189,32.87443228676004
20192,28.80472932558762
20193,25.491618548931832
20196,30.69787565514321
20197,24.602886299765512
20198,37.55802141369322
20200,34.77884429771134
20201,22.238873665218733
20202,31.941179363114948
20203,34.35872479245847
20205,26.428178001856928
20206,26.587449418548054
20207,7.497127321825751
20208,27.43880810385176
20209,18.23744422703863
20210,89.97555666666668
20211,18.86945304773822
20212,24.494011839292728
20213,82.9401525
20215,24.78241583156622
20216,11.631317771493183
20218,30.669136535917144
20219,16.595003579977906
20220,17.99108339403149
20222,18.05447552999102
20224,30.473709240983506
20225,11.951123231319608
20226,18.1479061282891
20227,33.745973293204116
20228,7.89150281639461
20230,14.886279515864569
20231,14.85806244745301
20232,36.078936653480795
20233,21.302686195846672
20234,1.479533652062706
20235,25.1763415236273
20236,110.198568
20237,40.81956599741187
20238,7.772200347261531
20239,14.397766508009894
20240,17.532930765264357
20241,20.52587463544668
20242,6.977383333581265
20244,15.453045207617652
20246,18.225597975993132
20249,10.84936231296288
20251,13.552203646777674
20252,17.95600674916891
20253,15.680134479891151
20254,20.861606347985717
20255,11.635730050038534
20256,12.846000773645327
20257,59.8444475
20259,16.429963257551307
20261,77.32392
20262,21.430289113209298
20263,19.691870799756526
20264,12.887903898966323
20265,4.397118304485449
20266,32.9430717427094
20267,19.586113895164537
20268,11.184684923190451
20269,12.135732353448814
20270,19.580962951222585
20271,16.317506957840763
20272,15.0833692419477
20273,12.548464635646171
20275,20.183142055486815
20276,15.935356190055085
20277,15.856958664662937
20278,10.250510587831155
20280,12.36913632561151
20281,14.33195325019144
20282,16.41898772835158
20283,13.247712001988127
20284,14.91723731717888
20285,16.092198726031242
20286,49.691251111111114
20288,11.874361087413543
20289,13.940927095369608
20290,16.91141486310975
20291,14.527593182644537
20292,12.345948068710303
20295,13.145419078853983
20296,14.79417375459214
20297,9.210226724765858
20298,14.659097412870963
20299,20.599562362810648
20300,13.895302554096494
20301,10.998904897159813
20302,0.5420221350774135
20303,12.000548518103214
20304,6.729876808894712
20305,0.7891764296449644
20306,14.935252787432306
20307,12.071501481071286
20309,12.598428643110598
20310,14.838273077773016
20311,12.682767807335782
20313,14.888713317055487
20314,13.42466337074714
20315,12.521250409517766
20316,18.85599772005437
20317,12.012384826037469
20319,14.433575199617248
20320,14.16709695645572
20321,13.074398692508172
20322,4.522728662267298
20323,15.374063985742875
20324,9.81101723960824
20325,-2.234659856882672
20326,13.624745962968245
20327,8.87034365465787
20328,17.289600161375734
20329,5.922131308227328
20330,11.921475130141054
20332,9.093488600805891
20334,13.851418451934226
20335,11.515099747200294
20336,11.438651204671288
20337,14.082459039886846
20338,10.713301713342368
20340,13.806360509488005
20341,7.391165048092762
20342,13.573908074984494
20343,10.486926246923758
20344,17.391641371396105
20346,8.930391729995156
20348,15.86658119576332
20349,10.444018059802495
20350,0.7146056055032926
20351,20.36287391491505
20352,13.68040457017415
20353,8.825413822104728
20354,12.363413899367556
20355,36.7862225
20356,9.513848885577534
20357,8.929578671707631
20358,7.480199492696904
20359,9.737220591730132
20361,15.012607516773166
20362,5.926760852186029
20364,24.453469101358266
20365,8.043424861865564
20366,10.141186950771992
20367,9.429451760103365
20368,13.43279138751992
20372,4.965193453998753
20375,7.525051529822635
20377,11.119433410021504
20378,7.296663972513244
20379,5.902805097146352
20380,11.13912771409186
20381,11.325010590146215
20382,4.877067771632971
20383,5.835809080647603
20384,12.418167837415714
20385,6.137826593772387
20386,10.876888817291302
20387,12.147481387709318
20388,9.393090826613268
20389,24.147830211064736
20390,9.251959275704476
20395,11.646637495838071
20396,7.808993438852606
20398,-0.6713412272034098
20400,8.856655504158486
20401,7.812198913401773
20402,8.275460236576057
20403,10.68382610285058
20404,7.114626345001065
20406,9.857414871335362
20407,7.683089795160502
20408,15.219127821584424
20409,2.2296686256933214
20410,7.164362806538257
20411,7.891594412045129
20414,31.53435625
20415,2.6421995806241068
20416,-0.8567414851272037
20417,8.309926772022443
20418,-2.1385873631085897
20419,8.40170920695354
20421,9.305582407743021
20422,-0.2483802634511818
20424,6.156823729580638
20426,3.256699265262956
20428,-0.8021203777535764
20429,-1.2296421139431999
20432,7.68417971460248
20433,8.047860905863251
20434,7.579836843551497
20438,6.719660371011608
20440,29.46662
20442,32.10094222222222
20443,6.211624404214418
20447,6.965275773065126
20449,-1.6151520828437942
20450,9.139597256679519
20453,7.321047119543388
20456,5.546922251197963
20458,24.96789625
20459,12.693500970214334
20460,10.900896610038124
20463,6.651456912958189
20464,4.950995811440378
20465,6.742456027656881
20466,6.44109984008438
20469,9.181942653925006
20470,7.644385759222453
20473,7.098779152392642
20474,6.247326939966415
20476,25.49531125
20477,10.540901392339325
20478,-0.06628567167144439
20479,6.428649208240196
20480,4.276095570386352
20481,7.579417305949275
